0101||0|Live horses, asses, mules and hinnies:|||||
6117.80.20|00|3|Ties, bow ties and cravats (758)|doz. Kg|1.2%|Free (AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|71.5%|
6117.80.30||3|Other||2.3%|Free (AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|90%|
6117.80.30|10|4|Headbands, ponytail holders and similar articles|doz. Kg||||
6117.80.30|90|4|Other (759)|doz. Kg||||
||2|Other:|||||
6117.80.85|00|3|Headbands, ponytail holders and similar articles|doz. Kg|14.6%|Free (A,AU,BH,CA,CL,CO,E*,JO,IL,KR,MA,MX,OM,P,PA,PE,SG)|90%|
6117.80.87||3|Ties, bow ties and cravats||5%|Free (BH,CA,CL,CO,E*,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 3% (AU)|71.5%|
6117.80.87|10|4|Of cotton (359)|doz. Kg||||
6117.80.87|20|4|Of wool or fine animal hair (459)|doz. Kg||||
6117.80.87|30|4|Of man-made fibers (659)|doz. Kg||||
6117.80.87|70|4|Other (858)|doz. Kg||||
6117.80.95||3|Other||14.6%|Free (AU,BH,CA,CL,CO,E*,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)|90%|
6117.80.95|10|4|Of cotton (359)|doz. Kg||||
6117.80.95|20|4|Of wool or fine animal hair (459)|doz. Kg||||
||4|Of man-made fibers:|||||
6117.80.95|30|5|Containing 23 percent or more by weight of wool or fine animal hair (459)|doz. Kg||||
6117.80.95|40|5|Other (659)|doz. Kg||||
6117.80.95|70|4|Other (859)|doz. Kg||||
6117.90||1|Parts:|||||
6117.90.10||2|Containing 70 percent or more by weight of silk or silk waste||2.3%|Free (AU,BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG)|90%|
6117.90.10|10|3|Of sweaters (746)|doz. Kg||||
6117.90.10|20|3|Of blouses and shirts (739)|doz. Kg||||
6117.90.10|30|3|Of coats and jackets (735)|doz. Kg||||
6117.90.10|40|3|Of trousers, breeches and shorts (748)|doz. Kg||||
6117.90.10|60|3|Other (759)|doz. Kg||||
6117.90.90||2|Other||14.6%|Free (BH,CA,CL,CO,E*,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|90%|
||3|Of sweaters:|||||
6117.90.90|03|4|Of cotton (345)|doz. Kg||||
6117.90.90|05|4|Of wool or fine animal hair (446)|doz. Kg||||
6117.90.90|10|4|Of man-made fibers (646)|doz. Kg||||
6117.90.90|15|4|Other (845)|doz. Kg||||
||3|Of blouses and shirts:|||||
6117.90.90|20|4|Of cotton (339)|doz. Kg||||
6117.90.90|25|4|Of wool or fine animal hair (438)|doz. Kg||||
6117.90.90|30|4|Of man-made fibers (639)|doz. Kg||||
6117.90.90|35|4|Other (838)|doz. Kg||||
||3|Of coats and jackets:|||||
6117.90.90|40|4|Of cotton (335)|doz. Kg||||
6117.90.90|45|4|Of wool or fine animal hair (435)|doz. Kg||||
6117.90.90|50|4|Of man-made fibers (635)|doz. Kg||||
6117.90.90|55|4|Other (835)|doz. Kg||||
||3|Of trousers, breeches and shorts:|||||
6117.90.90|60|4|Of cotton (348)|doz. Kg||||
6117.90.90|65|4|Of wool or fine animal hair (448)|doz. Kg||||
6117.90.90|70|4|Of man-made fibers (648)|doz. Kg||||
6117.90.90|75|4|Other (847)|doz. Kg||||
||3|Other:|||||
6117.90.90|80|4|Of cotton (359)|doz. Kg||||
6117.90.90|85|4|Of wool or fine animal hair (459)|doz. Kg||||
6117.90.90|90|4|Of man-made fibers (659)|doz. Kg||||
6117.90.90|95|4|Other (859)|doz. Kg||||
6201||0|Men's or boys' overcoats, carcoats, capes, cloaks, anoraks (including ski-jackets), windbreakers and similar articles (including padded, sleeveless jackets), other than those of heading 6203:|||||
||1|Overcoats, carcoats, capes, cloaks and similar coats:|||||
6201.11.00||2|Of wool or fine animal hair||41¢/kg + 16.3%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,P,PA,PE,SG) 8% (AU) 20.5¢/kg + 8.1% (OM)|52.9¢/kg + 58.5%|
6201.11.00|10|3|Men's (434)|doz. Kg||||
6201.11.00|20|3|Boys' (434)|doz. Kg||||
6201.12||2|Of cotton:|||||
6201.12.10|00|3|Containing 15 percent or more by weight of down and waterfowl plumage and of which down comprises 35 percent or more by weight; containing 10 percent or more by weight of down (353)|doz. Kg|4.4%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 3.9% (AU)|60%|
6201.12.20||3|Other Raincoats:||9.4%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|90%|
6201.12.20|10|5|Men's (334)|doz. Kg||||
6201.12.20|20|5|Boys' (334)|doz. Kg||||
||4|Other:|||||
||5|Corduroy:|||||
6201.12.20|25|6|Men's (334)|doz. Kg||||
6201.12.20|35|6|Boys' (334)|doz. Kg||||
||5|Other:|||||
6201.12.20|50|6|Men's (334)|doz. Kg||||
6201.12.20|60|6|Boys' (334)|doz. Kg||||
6201.13||2|Of man-made fibers:|||||
6201.13.10|00|3|Containing 15 percent or more by weight of down and waterfowl plumage and of which down comprises 35 percent or more by weight; containing 10 percent or more by weight of down (653)|doz. Kg|4.4%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 3.9% (AU)|60%|
||3|Other:|||||
6201.13.30||4|Containing 36 percent or more by weight of wool or fine animal hair||49.7¢/kg + 19.7%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|52.9¢/kg + 58.5%|
6201.13.30|10|5|Men's (434)|doz. Kg||||
6201.13.30|20|5|Boys' (434)|doz. Kg||||
6201.13.40||4|Other||27.7%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|90%|
||5|Raincoats:|||||
6201.13.40|15|6|Men's (634)|doz. Kg||||
6201.13.40|20|6|Boys' (634)|doz. Kg||||
||5|Other:|||||
6201.13.40|30|6|Men's (634)|doz. Kg||||
6201.13.40|40|6|Boys' (634)|doz. Kg||||
6201.19||2|Of other textile materials:|||||
6201.19.10|00|3|Containing 70 percent or more by weight of silk or silk waste (734)|doz. Kg|Free||35%|
6201.19.90||3|Other||2.8%|Free (AU,BH,CA,CL,CO,E*,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)|35%|
6201.19.90|10|4|Subject to cotton restraints (334)|doz. Kg||||
6201.19.90|20|4|Subject to wool restraints (434)|doz. Kg||||
6201.19.90|30|4|Subject to man-made fiber restraints (634)|doz. Kg||||
6201.19.90|60|4|Other (834)|doz. Kg||||
||1|Anoraks (including ski-jackets), windbreakers and similar articles (including padded, sleeveless jackets):|||||
6201.91||2|Of wool or fine animal hair:|||||
6201.91.10|00|3|Padded, sleeveless jackets (459)|doz. Kg|8.5%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,P,PA,PE,SG) 4.2% (OM) 7.6% (AU)|58.5%|
6201.91.20||3|Other||49.7¢/kg + 19.7%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,P,PA,PE,SG) 8% (AU) 24.8¢/kg + 9.8% (OM)|52.9¢/kg + 58.5%|
6201.91.20|11|4|Men's (434)|doz. Kg||||
6201.91.20|21|4|Boys' (434)|doz. Kg||||
6201.92||2|Of cotton:|||||
6201.92.10|00|3|Containing 15 percent or more by weight of down and waterfowl plumage and of which down comprises 35 percent or more by weight; containing 10 percent or more by weight of down (353)|doz kg|4.4%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 3.9% (AU)|60%|
||3|Other:|||||
6201.92.15|00|4|Water resistant (334)|doz. Kg|6.2%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 5.5% (AU)|37.5%|
6201.92.20||4|Other Padded, sleeveless jackets:||9.4%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|90%|
6201.92.20|05|6|With attachments for sleeves (334)|doz. Kg||||
6201.92.20|10|6|Other (359)|doz. Kg||||
||5|Other:|||||
6201.92.20|21|6|Corduroy (334)|doz. Kg||||
||6|Blue denim:|||||
6201.92.20|31|7|Men's (334)|doz. Kg||||
6201.92.20|41|7|Boys' (334)|doz. Kg||||
||6|Other:|||||
6201.92.20|51|7|Men's (334)|doz. Kg||||
6201.92.20|61|7|Boys' (334)|doz. Kg||||
6201.93||2|Of man-made fibers:|||||
6201.93.10|00|3|Containing 15 percent or more by weight of down and waterfowl plumage and of which down comprises 35 percent or more by weight; containing 10 percent or more by weight of down (653)|doz. Kg|4.4%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 3.9% (AU)|60%|
||3|Other:|||||
6201.93.20||4|Padded, sleeveless jackets||14.9%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|76%|
6201.93.20|10|5|With attachments for sleeves (634)|doz. Kg||||
6201.93.20|20|5|Other (659)|doz. Kg||||
||4|Other:|||||
6201.93.25||5|Containing 36 percent or more by weight of wool or fine animal hair||49.5¢/kg + 19.6%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|52.9¢/kg + 58.5%|
6201.93.25|11|6|Men's (434)|doz. Kg||||
6201.93.25|21|6|Boys' (434)|doz. Kg||||
||5|Other:|||||
6201.93.30|00|6|Water resistant (634)|doz. Kg|7.1%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 6.3% (AU)|65%|
6201.93.35||6|Other||27.7%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|90%|
6201.93.35|11|7|Men's (634)|doz. Kg||||
6201.93.35|21|7|Boys' (634)|doz. Kg||||
6201.99||2|Of other textile materials:|||||
6201.99.10|00|3|Containing 70 percent or more by weight of silk or silk waste (734)|doz. Kg|Free||35%|
6201.99.90||3|Other||4.2%|Free (BH,CA,CL,CO,E*,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 3.7% (AU)|35%|
6201.99.90|10|4|Subject to cotton restraints (334)|doz. Kg||||
6201.99.90|20|4|Subject to wool restraints (434)|doz. Kg||||
6201.99.90|30|4|Subject to man-made fiber restraints (634)|doz. Kg||||
6201.99.90|60|4|Other (834)|doz. Kg||||
6202||0|Women's or girls' overcoats, carcoats, capes, cloaks, anoraks (including ski-jackets), windbreakers and similar articles (including padded, sleeveless jackets), other than those of heading 6204:|||||
||1|Overcoats, carcoats, capes, cloaks and similar coats:|||||
6202.11.00||2|Of wool or fine animal hair||41¢/kg + 16.3%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,P,PA,PE,SG) 8% (AU) 20.5¢/kg + 8.1% (OM)|46.3¢/kg + 58.5%|
6202.11.00|10|3|Women's (435)|doz. Kg||||
6202.11.00|20|3|Girls' (435)|doz. Kg||||
6202.12||2|Of cotton:|||||
6202.12.10|00|3|Containing 15 percent or more by weight of down and waterfowl plumage and of which down comprises 35 percent or more by weight; containing 10 percent or more by weight of down (354)|doz. Kg|4.4%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 3.9% (AU)|60%|
6202.12.20||3|Other||8.9%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|90%|
||4|Raincoats:|||||
6202.12.20|10|5|Women's (335)|doz. Kg||||
6202.12.20|20|5|Girls' (335)|doz. Kg||||
||4|Other:|||||
||5|Corduroy:|||||
6202.12.20|25|6|Women's (335)|doz. Kg||||
6202.12.20|35|6|Girls' (335)|doz. Kg||||
||5|Other:|||||
6202.12.20|50|6|Women's (335)|doz. Kg||||
6202.12.20|60|6|Girls' (335)|doz. Kg||||
6202.13||2|Of man-made fibers:|||||
6202.13.10|00|3|Containing 15 percent or more by weight of down and waterfowl plumage and of which down comprises 35 percent or more by weight; containing 10 percent or more by weight of down (654)|doz. Kg|4.4%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 3.9% (AU)|60%|
||3|Other:|||||
6202.13.30||4|Containing 36 percent or more by weight of wool or fine animal hair||43.5¢/kg + 19.7%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|46.3¢/kg + 58.5%|
6202.13.30|10|5|Women's (435)|doz. Kg||||
6202.13.30|20|5|Girls' (435)|doz. Kg||||
6202.13.40||4|Other||27.7%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|90%|
||5|Raincoats:|||||
6202.13.40|05|6|Women's (635)|doz. Kg||||
6202.13.40|10|6|Girls' (635)|doz. Kg||||
||5|Other:|||||
6202.13.40|20|6|Women's (635)|doz. Kg||||
6202.13.40|30|6|Girls' (635)|doz. Kg||||
6202.19||2|Of other textile materials:|||||
6202.19.10|00|3|Containing 70 percent or more by weight of silk or silk waste (735)|doz. Kg|Free||35%|
6202.19.90||3|Other||2.8%|Free (AU,BH,CA,CL,CO,E*,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)|35%|
6202.19.90|10|4|Subject to cotton restraints (335)|doz. Kg||||
6202.19.90|20|4|Subject to wool restraints (435)|doz. Kg||||
6202.19.90|30|4|Subject to man-made fiber restraints (635)|doz. Kg||||
6202.19.90|60|4|Other (835)|doz. Kg||||
||1|Anoraks (including ski-jackets), windbreakers and similar articles (including padded, sleeveless jackets):|||||
6202.91||2|Of wool or fine animal hair:|||||
6202.91.10|00|3|Padded, sleeveless jackets (459)|doz. Kg|14%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,P,PA,PE,SG) 8% (AU) 8.4% (OM)|58.5%|
6202.91.20||3|Other||36¢/kg + 16.3%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,P,PA,PE,SG) 8% (AU) 18¢/kg + 8.1% (OM)|46.3¢/kg + 58.5%|
6202.91.20|11|4|Women's (435)|doz. Kg||||
6202.91.20|21|4|Girls' (435)|doz. Kg||||
6202.92||2|Of cotton:|||||
6202.92.10|00|3|Containing 15 percent or more by weight of down and waterfowl plumage and of which down comprises 35 percent or more by weight; containing 10 percent or more by weight of down (354)|doz. Kg|4.4%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 3.9% (AU)|60%|
||3|Other:|||||
6202.92.15|00|4|Water resistant (335)|doz. Kg|6.2%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 5.5% (AU)|37.5%|
6202.92.20||4|Other||8.9%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|90%|
||5|Padded, sleeveless jackets:|||||
6202.92.20|10|6|With attachments for sleeves (335)|doz. Kg||||
6202.92.20|20|6|Other (359)|doz. Kg||||
||5|Other:|||||
||6|Corduroy:|||||
6202.92.20|26|7|Women's (335)|doz. Kg||||
6202.92.20|31|7|Girls' (335)|doz. Kg||||
||6|Other:|||||
6202.92.20|61|7|Women's (335)|doz. Kg||||
6202.92.20|71|7|Girls' (335)|doz. Kg||||
6202.93||2|Of man-made fibers:|||||
6202.93.10|00|3|Containing 15 percent or more by weight of down and waterfowl plumage and of which down comprises 35 percent or more by weight; containing 10 percent or more by weight of down (654)|doz. Kg|4.4%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 3.9% (AU)|60%|
||3|Other:|||||
6202.93.20||4|Padded, sleeveless jackets||14.9%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|76%|
6202.93.20|10|5|With attachments for sleeves (635)|doz. Kg||||
6202.93.20|20|5|Other (659)|doz. Kg||||
||4|Other:|||||
6202.93.40||5|Containing 36 percent or more by weight of wool or fine animal hair||43.4¢/kg + 19.7%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|46.3¢/kg + 58.5%|
6202.93.40|11|6|Women's (435)|doz. Kg||||
6202.93.40|21|6|Girls' (435)|doz. Kg||||
||5|Other:|||||
6202.93.45|00|6|Water resistant.(635)|doz. Kg|7.1%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 6.3% (AU)|65%|
6202.93.50||6|Other||27.7%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|90%|
6202.93.50|11|7|Women's (635)|doz. Kg||||
6202.93.50|21|7|Girls' (635)|doz. Kg||||
6202.99||2|Of other textile materials:|||||
6202.99.10|00|3|Containing 70 percent or more by weight of silk or silk waste (735)|doz. Kg|Free||35%|
6202.99.90||3|Other||2.8%|Free (AU,BH,CA,CL,CO,E*,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)|35%|
6202.99.90|11|4|Subject to cotton restraints (335)|doz. Kg||||
6202.99.90|21|4|Subject to wool restraints (435)|doz. Kg||||
6202.99.90|31|4|Subject to man-made fiber restraints (635)|doz. Kg||||
6202.99.90|61|4|Other (835)|doz. Kg||||
6203||0|Men's or boys' suits, ensembles, suit-type jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear):|||||
||1|Suits:|||||
6203.11||2|Of wool or fine animal hair:|||||
||3|Containing 30 percent or more by weight of silk or silk waste:|||||
6203.11.15|00|4|Of worsted wool fabric, made of wool yarn having an average fiber diameter of 18.5 microns or less (443)|No. Kg|7.5%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,P,PA,PE,SG) 3.7% (OM) 6.7% (AU)|65%|
6203.11.30|00|4|Other (443)|No. Kg|7.5%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,P,PA,PE,SG) 3.7% (OM) 6.7% (AU)|65%|
||3|Other:|||||
6203.11.60|00|4|Of worsted wool fabric, made of wool yarn having an average fiber diameter of 18.5 microns or less (443)|No. Kg|17.5%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,P,PA,PE,SG) 8% (AU) 8.7% (OM)|52.9¢/kg + 58.5%|
6203.11.90|00|4|Other (443)|No. Kg|17.5%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,P,PA,PE,SG) 8% (AU) 8.7% (OM)|52.9¢/kg + 58.5%|
6203.12||2|Of synthetic fibers:|||||
6203.12.10|00|3|Containing 36 percent or more by weight of wool or fine animal hair (443)|No. Kg|17.5%|Free (BH,CA,CL,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|52.9¢/kg + 58.5%|
6203.12.20||3|Other||27.3%|Free (BH,CA,CL,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|77.5%|
6203.12.20|10|4|Men's (643)|No. Kg||||
6203.12.20|20|4|Boys' (643)|No. Kg||||
6203.19||2|Of other textile materials:|||||
6203.19.10||3|Of cotton||13.2%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|90%|
6203.19.10|10|4|Jackets imported as parts of suits (333)|doz. Kg||||
6203.19.10|20|4|Trousers, breeches and shorts imported as parts of suits (347)|doz. Kg||||
6203.19.10|30|4|Waistcoats imported as parts of suits (359)|doz. Kg||||
||3|Of artificial fibers:|||||
6203.19.20|00|4|Containing 36 percent or more by weight of wool or fine animal hair (443)|No. Kg|52.9¢/kg + 21%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 8% (AU)|52.9¢/kg + 58.5%|
6203.19.30|00|4|Other (643)|No. Kg|14.9%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PE,SG) 8% (AU)|77.5%|
6203.19.50|00|3|Containing 70 percent or more by weight of silk or silk waste (743)|No. Kg|3.8%|Free (BH,CA,CL,CO,E,IL,J,JO,KR,MA,MX,OM,P,PA,PE,SG) 3.4% (AU)|35%|
6203.19.90||3|Other||7.1%|Free (BH,CA,CL,CO,E*,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 6.3% (AU)|35%|
||4|Subject to cotton restraints:|||||
6203.19.90|10|5|Jackets imported as parts of suits(333)|doz. Kg||||
6203.19.90|20|5|Trousers, breeches and shorts import- ed as parts of suits (347)|doz. Kg||||
6203.19.90|30|5|Waistcoats imported as parts of suits (359)|doz. Kg||||
6203.19.90|40|4|Subject to wool restraints (443)|No. Kg||||
6203.19.90|50|4|Subject to man-made fiber restraints (643)|No. Kg||||
6203.19.90|80|4|Other (843)|No. Kg||||
||1|Ensembles:|||||
6203.22||2|Of cotton:|||||
6203.22.10|00|3|Judo, karate and other oriental martial arts uniforms (359)|doz. Kg|7.5%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) 6.7% (AU)|90%|
6203.22.30||3|Other||The rate ap- plicable to each garment in the en- semble if separately entered|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) The rate applicable to each garment in the ensemble it separately entered (AU)|The rate applicable to each garment in the en- semble if separately entered|
6203.22.30|10|4|Garments described in heading 6201 (334)|doz. Kg||||
6203.22.30|15|4|Jackets and blazers described in heading 6203 (333)|doz. Kg||||
6203.22.30|20|4|Trousers and breeches (347)|doz. Kg||||
6203.22.30|30|4|Shorts (347)|doz. Kg||||
6203.22.30|50|4|Shirts (340)|doz. Kg||||
6203.22.30|60|4|Other (359)|doz. Kg||||
6203.23.00||2|Of synthetic fibers||The rate ap- plicable to each garment in the en- semble if separately entered|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,P,PA,PE,SG) The rate applicable to each garment in the ensemble if separately entered (AU,OM)|The rate applicable to each garment in the en- semble if separately entered|
||3|Containing 36 percent or more by weight of wool or fine animal hair:|||||
6203.23.00|10|4|Garments described in heading 6201 (434)|doz. Kg||||
6203.23.00|15|4|Jackets and blazers described in heading 6203 (433)doz.|Kg||||
6203.23.00|20|4|Trousers, breeches and shorts (447)|doz. Kg||||
6203.23.00|30|4|Shirts (440)|doz. Kg||||
6203.23.00|40|4|Other (459)|doz. Kg||||
6203.23.00|50|4|Garments described in heading 6201(634)|doz. Kg||||
6203.23.00|55|4|Jackets and blazers described in heading 6203 (633)doz.|Kg||||
6203.23.00|60|4|Trousers and breeches (647)|doz. Kg||||
6203.23.00|70|4|Shorts (647)|doz. Kg||||
6203.23.00|80|4|Shirts (640)|doz. Kg||||
6203.23.00|90|4|Other (659)|doz. Kg||||
6203.29||2|Of other textile materials:|||||
||3|Of wool or fine animal hair:|||||
6203.29.10||4|Suits, suit-type jackets and trousers, the foregoing of worsted wool fabric, made of wool yarn having an average fiber diameter of 18.5 microns or less||The rate ap- plicable to each garment in the en- semble if separately entered|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,P,PA,PE,SG) The rate applicable to each garment in the ensemble if separately entered (AU,OM)|The rate ap plicable to each gar ment in the ensemble if separately entered|
6203.29.10|10|5|Suits (443)|No. Kg||||
6203.29.10|15|5|Suit-type jackets (433)|doz. Kg||||
6203.29.10|20|5|Trousers (447)|doz. Kg||||
6203.29.15||4|Other||The rate ap- plicable to each garment in the en- semble if separately entered|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,P,PA,PE,SG) The rate applicable to each garment in the ensemble if separately entered (AU,OM)|The rate ap plicable to each gar ment in the ensemble if separately entered|
6203.29.15|10|5|Garments described in heading 6201 (434)|doz. Kg||||
6203.29.15|15|5|Jackets and blazers described in heading 6203 (433)|doz. Kg||||
6203.29.15|20|5|Trousers, breeches and shorts (447)|doz. Kg||||
6203.29.15|30|5|Shirts (440)|doz. Kg||||
6203.29.15|60|5|Other (459)|doz.||||
6203.29||2|Of other textile materials :|||||
6203.29.20||3|Of artificial fibers||The rate ap- plicable to each garment in the en- semble if separately entered|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG) The rate applicable to each garment in the ensemble if separately entered (AU)|The rate ap plicable to each gar ment in the ensemble if separately entered|
6203.29.20|10|4|Garments described in heading 6201 (634)|doz. Kg||||
6203.29.20|20|4|Jackets and blazers described in heading 6203 (633)|doz. Kg||||
6203.29.20|30|4|Trousers and breeches (647)|doz. Kg||||
6203.29.20|35|4|Shorts (647)|doz. Kg||||
6203.29.20|50|4|Shirts (640)|doz. Kg||||
6203.29.20|60|4|Other (659)|doz. Kg||||
6203.29||2|Of other textile materials :|||||
6203.29.30||3|Other||The rate ap- plicable to each garment in the in the en- semble if separately entered|Free (BH,CA,CL,CO,E*,IL,J*,JO,KR,MA,MX,OM,P,PA,PE,SG) The rate applicable to each garment in the ensemble if separately entered (AU)|The rate ap plicable to each garment in the ensemble if separately entered|
||4|Garments described in heading 6201:|||||
6203.29.30|10|5|Containing 70 percent or more by weight of silk or silk waste (734)|doz. Kg||||
6203.29.30|20|5|Other (834)|doz. Kg||||
||4|Jackets and blazers described in heading 6203:|||||
6203.29.30|26|5|Containing 70 percent or more by weight of silk or silk waste (733)|doz. Kg||||
6203.29.30|28|5|Other (833)|doz. Kg||||
||4|Trousers, breeches and shorts:|||||
6203.29.30|30|5|Containing 70 percent or more by weight of silk or silk waste (747)|doz. Kg||||
||5|Other:|||||
6203.29.30|46|6|Trousers and breeches (847)|doz. Kg||||
6203.29.30|48|6|Shorts (847)|doz. Kg||||
||4|Shirts:|||||
6203.29.30|50|5|Containing 70 percent or more by weight of silk or silk waste (740)|doz. Kg||||
6203.29.30|60|5|Other (840)|doz. Kg||||
||4|Other:|||||
6203.29.30|70|5|Containing 70 percent or more by weight of silk or silk waste (759)|doz. Kg||||
6203.29.30|80|5|Other (859)|doz. Kg||||
||1|Suit-type jackets and blazers:|||||
6203.31||2|Of wool or fine animal hair:|||||
6203.31.50||3|Of worsted wool fabric, made of wool yarn having an average fiber diameter of 18.5 microns or less||17.5%|Free (BH,CA,CL,CO,IL,JO,KR,MA,MX,P,PA,PE,SG) 8% (AU) 8.7% (OM)|59.5%|
6203.31.50|10|4|For suits described in Note 3(a) (443)|No. Kg||||
6203.31.50|20|4|Other (433)|doz. Kg||||
